N_RAM_RAIDS,RAM_RAIDS,CASH_TRAPPING,VANDALISM,FRAUD_ATTACK,FREGUESIA,MANUAL_ATK,NUMBER,N_CARD_TRAPPING,BURGLARY,N_CASH_TRAPPING,PERSONA2,EVENT_DATE,UNP_RATE,CARD_TRAPPING,N_LOG_ISOLATED,PHYS_ATTACK,N_PHYS_ATTACK,RECOVERED,N_UNP_RATE,GROSS_LOSS,COORD_Y,COORD_X,FREQ_ATTACK,N_LOGIC_ATK,RECOV_AMOUNT,N_FRAUD_ATTACK,N_TRANS_REVER,LOGIC_ATK,N_ATTACK_L1,DETEC_DATE,MWay_Dist,CARD_SKIMMING,PROB_ATTACKED,TRANS_REVER,EXPLO_GAS,LOG_ISOLATED,YEAR_ACOUNT,AGE,ACCOUNT_DATE,N_DENSITY,N_BURGLARY,PERSONA1,N_ATTACK_L2,N_CARD_SKIMMING,DENSITY,WITHIN1000,N_COM_DENS,INCOME,COM_DENS,INDIRECT_LOSS,LOG_NETWORK,ATM_ID,N_AGE,N_MANUAL_ATK,N_INCOME,BANK,N_EXPLO_GAS,N_ATTACK_L0,N_VANDALISM,PARISH,WITHIN500,N_FREQ_ATTACK,N_IMPLEM_TYPE,NET_LOSS,RECOV_DATE,Police_Dis,ADDRESS,ATTACK_DURATION,SUCCESS_ATTACK,N_LOG_NETWORK
0,0,0,0,0,Campo de Ourique,0,1,0,0,0,,,7,0,0,0,0,,2,,38.71756,-9.1513,0,0,,0,0,0,,,1978.32,0,0.0,0,0,0,,45,,2,0,,,0,13.92,1000,2,46,18,,0,BB05,3,0,4,BARCLAYS BANK,0,,0,18,500,0,,,,504.03,"Rua Escola Politecnica 111, Lisbon",,,0
0,0,0,0,0,Belrm,3,2,0,0,0,,22-Feb-2015 02:00,15,0,0,3,1,1,4,18500,38.69942,-9.22544,3,0,15000,0,0,0,0102,22-Feb-2015 03:00,192.28,0,1.0,0,3,0,2015,50,30-Mar-2015 00:00,2,0,4,010203,0,11.58,0,2,36,9,30000,0,ST98,4,1,3,BANCO SANTANDER TOTTA,1,1,0,2,0,1,3,33500,12-Jun-2015 00:00,1143.74,"Avenida Dom Vasco Da Gama 50 a, Lisbon",0.03,1,0
0,0,1,0,2,Lumiar,2,1,0,0,1,,29-Jun-2015 15:15,8,0,0,0,0,0,2,5640,38.75117,-9.1707,2,0,0,1,0,0,0101,29-Jun-2015 17:30,719.80,1,1.0,0,0,0,2015,29,30-Jul-2015 12:00,3,0,4,010101,1,20.09,0,2,58,18,500,0,BB07,1,1,6,BARCLAYS BANK,0,1,0,11,0,1,1,6140,,1371.94,"Rua Abranches Ferrao 17-B, Lisbon",2,1,0
0,0,0,0,0,Avenidas Novas,0,0,0,0,0,,,2,0,0,0,0,,1,,38.74231,-9.13789,0,0,,0,0,0,,,2338.20,0,0.0,0,0,0,,44,,2,0,,,0,14.76,1000,4,64,37,,0,BB08,3,0,6,BARCLAYS BANK,0,,0,8,0,0,,,,698.31,"Avenida De Roma 6 E, Lisbon",,,0
0,0,0,0,0,Santo Antdnio,0,1,0,0,0,,,12,0,0,0,0,,3,,38.72383,-9.16055,0,0,,0,0,0,,,1104.05,0,2.3469004528271659e-124,0,0,0,,54,,2,0,,,0,11.42,1000,4,48,28,,0,BB09,4,0,5,BARCLAYS BANK,0,,0,15,0,0,,,,503.77,"Rua Carlos Alberto Da Mota Pinto 3, Lisbon",,,0
0,0,0,0,0,Alcgntara,0,2,0,0,0,,,17,0,0,0,0,,4,,38.7043,-9.19092,0,0,,0,0,0,,,1254.90,0,1.0,0,0,0,,30,,4,0,,,0,27.10,1000,2,26,9,,0,ST94,1,0,2,BANCO SANTANDER TOTTA,0,,0,10,0,0,,,,1155.34,"Travessa Do Castro 1, Lisbon",,,0
0,0,0,0,0,Olivais,0,0,0,0,0,,,5,0,0,0,0,,2,,38.77559,-9.13537,0,0,,0,0,0,,,1173.74,0,8.4177144892584671e-48,0,0,0,,35,,1,0,,,0,0.16,1000,2,50,9,,0,ST95,2,0,5,BANCO SANTANDER TOTTA,0,,0,7,0,0,,,,710.12,"Aeroporto Da Portela, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,16,0,0,0,0,,4,,38.74197,-9.14846,0,0,,0,0,0,,,1457.68,0,1.3589474639863625e-146,0,0,0,,46,,2,0,,,0,6.51,1000,4,28,28,,0,ST92,3,0,2,BANCO SANTANDER TOTTA,0,,0,15,0,0,,,,702.32,"Avenida Julio Dinis 27 B, Lisbon",,,0
0,0,0,0,0,Santo AntMnio,0,0,0,0,0,,,3,0,0,0,0,,1,,38.72582,-9.14909,0,0,,0,0,0,,,2122.83,0,0.0,0,0,0,,55,,1,0,,,0,0.00,1000,2,70,18,,0,BB11,4,0,6,BARCLAYS BANK,0,,0,18,500,0,,,,152.34,"Praca Marques De Pombal 13, Lisbon",,,0
0,0,0,0,0,Olivais,0,2,0,0,0,,,18,0,0,0,0,,4,,38.77464,-9.11494,0,0,,0,0,0,,,977.14,0,1.0,0,0,0,,25,,2,0,,,0,7.65,0,2,32,9,,0,NCI09,1,0,3,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,,0,0,0,0,,,,1172.35,"Rua General Silva Freire Lote C, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,8,0,0,0,0,,2,,38.7644,-9.15362,0,0,,0,0,0,,,597.79,0,1.0,0,0,0,,30,,4,0,,,0,33.83,1000,2,44,9,,0,NCI08,1,0,4,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,,0,5,500,0,,,,451.00,"Rua Manuel Marques Lote 122, Lisbon",,,0
0,0,0,0,0,Campolide,0,2,0,0,0,,,13,0,0,0,0,,3,,38.73561,-9.15601,0,0,,0,0,0,,,1226.76,0,1.6815295268704873e-231,0,0,0,,47,,2,0,,,0,12.68,1000,2,50,18,,0,NCI13,3,0,5,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,,0,15,500,0,,,,368.61,"Rua Ramalho Ortigao 12, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,9,0,0,0,0,,2,,38.72225,-9.13934,0,0,,0,0,0,,,2939.66,0,0.0,0,0,0,,47,,1,0,,,0,1.51,1000,2,56,9,,0,NCI20,3,0,5,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,,0,22,0,0,,,,365.22,"Rua Cascais 3 Fase, Lisbon",,,0
0,0,0,0,0,Parque das Na,0,1,0,0,0,,,8,0,0,0,0,,2,,38.76605,-9.09822,0,0,,0,0,0,,,2293.13,0,2.4525551163563935e-291,0,0,0,,36,,1,0,,,0,0.13,1000,5,50,47,,0,NCI14,2,0,5,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,,0,13,500,0,,,,981.19,"Avenida Dom Joao Ii Lote 1, Lisbon",,,0
0,0,0,0,0,Areeiro,0,1,0,0,0,,,8,0,0,0,0,,2,,38.74396,-9.13389,0,0,,0,0,0,,,2155.90,0,3.6852343224215709e-309,0,0,0,,39,,1,0,,,0,5.98,1000,2,48,9,,0,NCI15,2,0,5,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,,0,8,0,0,,,,850.49,"Avenida Padre Manuel Da Nobrega Lote99/071, Lisbon",,,0
0,0,0,0,0,Parque das Na,0,1,0,0,0,,,8,0,0,0,0,,2,,38.76605,-9.09822,0,0,,0,0,0,,,2293.13,0,2.4525551163563935e-291,0,0,0,,36,,1,0,,,0,0.13,1000,5,50,47,,0,ST33,2,0,5,BANCO SANTANDER TOTTA,0,,0,13,500,0,,,,981.19,"Avenida Dom Joao Ii LT.1.04.01, Lisbon",,,0
0,0,0,0,1,Lumiar,1,0,0,0,0,,22-Feb-2010 15:45,5,0,0,0,0,0,2,5030,38.76319,-9.14026,1,0,0,1,0,0,0101,07-Mar-2010 17:00,640.77,1,1.0,0,0,0,2010,35,30-Apr-2010 12:00,1,0,2,010101,1,0.16,0,2,50,9,0,0,NCI16,2,1,5,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,1,0,7,0,1,3,5030,,932.50,"Avenida Marechal Craveiro Lopes, Lisbon",4,1,0
0,0,0,0,0,MisericBrdia,0,3,0,0,0,,,23,0,0,0,0,,5,,38.70668,-9.14495,0,0,,0,0,0,,,2868.92,0,0.0,0,0,0,,61,,1,0,,,0,0.97,1000,4,22,28,,0,MG67,5,0,1,MONTEPIO GERAL,0,,0,20,0,0,,,,305.35,"Avenida 24 De Julho 2 a, Lisbon",,,0
0,0,0,0,0,Alvalade,0,0,0,0,0,,,3,0,0,0,0,,1,,38.74588,-9.13986,0,0,,0,0,0,,,1906.93,0,2.5007778160380366e-285,0,0,0,,39,,2,0,,,0,14.31,1000,4,62,37,,0,NCI17,2,0,6,BANCO NACIONAL DE CREDITO IMOBILIARIO,0,,0,7,500,0,,,,727.35,"Avenida Roma 32, Lisbon",,,0
0,0,0,0,0,Suo Vicente,0,2,0,0,0,,,17,0,0,0,0,,4,,38.71835,-9.12296,0,0,,0,0,0,,,4388.97,0,0.0,0,0,0,,59,,4,0,,,0,26.50,1000,2,26,18,,0,MG53,5,0,2,MONTEPIO GERAL,0,,0,14,0,0,,,,271.72,"Rua Vale De Santo Antonio 74, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,7,0,0,0,0,,2,,38.73055,-9.13606,0,0,,0,0,0,,,2933.20,0,0.0,0,0,0,,45,,4,0,,,0,27.08,1000,4,60,37,,0,MG52,3,0,6,MONTEPIO GERAL,0,,0,22,500,0,,,,138.10,"Rua Arroios 118-A, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,13,0,0,0,0,,3,,38.71169,-9.13907,0,0,,0,0,0,,,3198.84,0,0.0,0,0,0,,57,,1,0,,,0,0.29,1000,5,34,84,,0,MG51,5,0,3,MONTEPIO GERAL,0,,0,17,500,0,,,,284.27,"Rua Ouro 219, Lisbon",,,0
0,0,0,0,0,Alvalade,0,1,0,0,0,,,8,0,0,0,0,,2,,38.74693,-9.14039,0,0,,0,0,0,,,1781.62,0,5.838941597958487e-292,0,0,0,,42,,4,0,,,0,27.84,1000,4,44,37,,0,MG63,3,0,4,MONTEPIO GERAL,0,,0,7,500,0,,,,626.54,"Avenida De Roma 42a, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,7,0,0,0,0,,2,,38.72499,-9.13441,0,0,,0,0,0,,,3379.11,0,0.0,0,0,0,,51,,2,0,,,0,10.44,1000,4,46,28,,0,CGD72,4,0,4,CAIXA GERAL DE DEPOSITOS,0,,0,22,0,0,,,,526.16,"Rua alvaro Coutinho 14, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,9,0,0,0,0,,2,,38.72225,-9.13934,0,0,,0,0,0,,,2939.66,0,0.0,0,0,0,,47,,1,0,,,0,1.51,1000,2,56,9,,0,CGD73,3,0,5,CAIXA GERAL DE DEPOSITOS,0,,0,22,0,0,,,,365.22,"Edif Admnistrativo, Lisbon",,,0
0,0,0,0,1,Avenidas Novas,1,2,1,0,0,,19-Aug-2014 12:20,17,1,0,0,0,0,4,970,38.7459,-9.15995,1,0,0,1,0,0,0101,19-Aug-2014 12:35,480.91,0,1.0,0,0,0,2014,52,31-Aug-2014 00:00,1,0,2,010102,0,0.00,1000,2,36,9,0,0,CGD70,4,1,3,CAIXA GERAL DE DEPOSITOS,0,1,0,15,500,1,1,970,,805.09,"Avenida Das Forcas Armadas, Lisbon",0.15,1,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,8,0,0,0,0,,2,,38.73012,-9.14732,0,0,,0,0,0,,,2186.61,0,0.0,0,0,0,,55,,1,0,,,0,4.52,1000,5,50,56,,0,CGD71,4,0,5,CAIXA GERAL DE DEPOSITOS,0,,0,22,0,0,,,,174.32,"Avenida Fontes Pereira De Melo 25, Lisbon",,,0
0,0,0,0,0,Campolide,0,2,0,0,0,,,13,0,0,0,0,,3,,38.72835,-9.15869,0,0,,0,0,0,,,1412.19,0,8.9326362784500052e-246,0,0,0,,55,,2,0,,,0,13.64,1000,2,42,18,,0,CGD76,4,0,4,CAIXA GERAL DE DEPOSITOS,0,,0,15,500,0,,,,467.43,"Rua Dom Francisco Manuel De Melo 15, Lisbon",,,0
0,0,0,0,1,Carnide,1,1,0,0,0,,19-Jul-2015 12:46,10,0,0,0,0,0,3,220,38.74716,-9.18009,1,0,0,1,1,0,0101,19-Jul-2015 15:00,855.04,0,1.0,1,0,0,2014,29,31-Jul-2015 00:00,2,0,4,010104,0,15.37,0,2,46,9,0,0,CGD77,1,1,4,CAIXA GERAL DE DEPOSITOS,0,1,0,11,0,1,3,220,,1093.59,"Rua a Do Loteamento Alto Dos Moinhos Lote 4, Lisbon",0.1,1,0
0,0,0,0,0,Parque das Na,0,0,0,0,0,,,2,0,0,0,0,,1,,38.7708,-9.09772,0,0,,0,0,0,,,1843.72,0,0.0,0,0,0,,43,,2,0,,,0,7.80,1000,2,72,9,,0,CGD74,3,0,6,CAIXA GERAL DE DEPOSITOS,0,,0,13,500,0,,,,458.51,"Avenida Dom Joao Ii, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,12,0,0,0,0,,3,,38.76001,-9.16983,0,0,,0,0,0,,,343.36,0,1.0,0,0,0,,30,,1,0,,,0,5.21,1000,2,44,9,,0,CGD75,1,0,4,CAIXA GERAL DE DEPOSITOS,0,,0,5,0,0,,,,522.28,"Rua Hermano Neves 22 C, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,10,0,0,0,0,,3,,38.73135,-9.14796,0,0,,0,0,0,,,2051.14,0,0.0,0,0,0,,52,,2,0,,,0,10.76,1000,5,48,47,,0,MG57,4,0,5,MONTEPIO GERAL,0,,0,22,0,0,,,,269.98,"Rua Tomas Ribeiro 6 C, Lisbon",,,0
0,0,0,0,0,Suo Vicente,0,2,0,0,0,,,12,0,0,0,0,,3,,38.71934,-9.11757,0,0,,0,0,0,,,4846.03,0,0.0,0,0,0,,55,,1,0,,,0,0.02,0,2,40,9,,0,CGD78,4,0,4,CAIXA GERAL DE DEPOSITOS,0,,0,12,0,0,,,,289.49,"Cais Da Pedra, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,15,0,0,0,0,,4,,38.71299,-9.14095,0,0,,0,0,0,,,2993.84,0,0.0,0,0,0,,55,,3,0,,,0,18.05,1000,5,32,47,,0,CGD79,4,0,3,CAIXA GERAL DE DEPOSITOS,0,,0,17,500,0,,,,229.65,"Calcada Do Carmo, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,1,0,0,0,,,15,0,0,0,0,,4,,38.71258,-9.13563,0,0,,0,0,0,,,3444.82,0,0.0,0,0,0,,55,,2,0,,,0,9.93,1000,4,36,37,,0,MG46,4,0,3,MONTEPIO GERAL,0,,0,17,500,0,,,,391.30,"Largo Sao Cristovao 1, Lisbon",,,0
0,0,0,0,0,MisericBrdia,0,3,0,0,0,,,23,0,0,0,0,,5,,38.70668,-9.14495,0,0,,0,0,0,,,2868.92,0,0.0,0,0,0,,61,,1,0,,,0,0.97,1000,4,22,28,,0,MG56,5,0,1,MONTEPIO GERAL,0,,0,20,0,0,,,,305.35,"Avenida 24 De Julho 2 a, Lisbon",,,0
0,0,0,0,0,Carnide,0,1,0,0,0,,23-Aug-2015 22:00,7,0,1,0,0,0,2,15000,38.75002,-9.18017,1,1,0,0,0,1,0202,24-Aug-2015 08:35,676.24,0,1.0,0,0,1,2014,30,01-Sep-2015 00:00,1,0,2,020202,0,4.04,0,2,60,18,0,0,NB40,1,0,6,NOVO BANCO,0,2,0,11,0,1,1,15000,,851.82,"Avenida Lusiada, Lisbon",0.4,1,0
0,0,0,0,0,Santo AntMnio,0,1,0,0,0,,,8,0,0,0,0,,2,,38.72369,-9.14805,0,0,,0,0,0,,,2185.64,0,0.0,0,0,0,,45,,1,0,,,0,0.69,1000,2,54,18,,0,NB41,3,0,5,NOVO BANCO,0,,0,18,500,0,,,,173.84,"Avenida Da Liberdade 242, Lisbon",,,0
0,0,0,0,0,Parque das Na,0,0,0,0,0,,,2,0,0,0,0,,1,,38.77392,-9.10581,0,0,,0,0,0,,,1337.24,0,3.3595017710473143e-35,0,0,0,,41,,1,0,,,0,4.02,1000,2,60,9,,0,NB42,3,0,6,NOVO BANCO,0,,0,13,0,0,,,,848.46,"Praca Jose Queiros, Lisbon",,,0
0,0,0,0,0,Carnide,0,1,0,0,0,,,7,0,0,0,0,,2,,38.75002,-9.18017,0,0,,0,0,0,,,676.24,0,1.0,0,0,0,,30,,1,0,,,0,4.04,0,2,60,18,,0,NB43,1,0,6,NOVO BANCO,0,,0,11,0,0,,,,851.82,"Avenida Lusiada, Lisbon",,,0
0,0,1,0,1,Olivais,1,2,0,0,1,,03-Sep-2010 20:30,20,0,0,0,0,0,5,160,38.77697,-9.11965,1,0,0,1,0,0,0101,08-Sep-2010 15:00,690.27,0,1.0,0,0,0,2010,31,30-Sep-2010 00:00,1,0,4,010103,0,5.02,1000,2,36,9,0,0,NB44,1,1,3,NOVO BANCO,0,1,0,0,0,1,3,160,,1071.32,"Praca Norte 6, Lisbon",2,1,0
0,0,0,0,0,Lumiar,1,1,0,1,0,,19-Oct-2015 02:00,6,0,0,1,1,1,2,18000,38.75496,-9.16612,1,0,18000,0,0,0,0102,19-Oct-2015 02:10,602.46,0,1.0,0,0,0,2014,45,30-Nov-2015 00:00,3,1,4,010201,0,21.30,1000,2,50,9,0,0,NB45,3,1,5,NOVO BANCO,0,1,0,7,0,1,1,0,31-Mar-2016 00:00,860.69,"Azinhaga Galhardas 33, Lisbon",0.11,0,0
0,0,1,0,1,Carnide,1,1,0,0,1,,03-Dec-2012 20:30,13,0,0,0,0,0,3,150,38.74751,-9.18873,1,0,0,1,0,0,0101,07-Dec-2012 17:00,550.33,0,1.0,0,0,0,2014,30,31-Dec-2012 00:00,3,0,4,010103,0,17.01,1000,2,44,18,0,0,NB46,1,1,4,NOVO BANCO,0,1,0,11,0,1,4,150,,853.58,"Rua Professor Reinaldo Dos Santos Lote 1, Lisbon",0.75,1,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,13,0,0,0,0,,3,,38.73204,-9.1521,0,0,,0,0,0,,,1748.90,0,0.0,0,0,0,,50,,1,0,,,0,4.83,1000,2,38,18,,0,NB47,4,0,3,NOVO BANCO,0,,0,15,0,0,,,,448.74,"Avenida Antonio Augusto De Aguiar, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,0,0,0,0,,,2,0,0,0,0,,1,,38.7432,-9.13943,0,0,,0,0,0,,,2200.02,0,0.0,0,0,0,,44,,3,0,,,0,16.48,1000,4,64,37,,0,NB48,3,0,6,NOVO BANCO,0,,0,8,500,0,,,,711.94,"Rua Oliveira Martins 4/4D, Lisbon",,,0
0,0,0,0,0,Carnide,0,2,0,0,0,,,13,0,0,0,0,,3,,38.75622,-9.19264,0,0,,0,0,0,,,628.97,0,4.433756471204593e-53,0,0,0,,27,,1,0,,,0,0.08,1000,2,36,9,,0,NB49,1,0,3,NOVO BANCO,0,,0,4,500,0,,,,324.03,"Avenida Lusiada 100, Lisbon",,,0
0,0,0,0,0,Estrela,0,1,0,0,0,,,13,0,0,0,0,,3,,38.70757,-9.16156,0,0,,0,0,0,,,1421.31,0,6.999130878514767e-183,0,0,0,,46,,1,0,,,0,1.75,1000,2,40,9,,0,MG54,3,0,4,MONTEPIO GERAL,0,,0,16,0,0,,,,603.48,"Rua de Sao Domingos 37, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,11,0,0,0,0,,3,,38.76118,-9.17089,0,0,,0,0,0,,,419.75,0,1.0,0,0,0,,26,,2,0,,,0,10.62,1000,2,48,9,,0,ST89,1,0,5,BANCO SANTANDER TOTTA,0,,0,5,0,0,,,,549.27,"Rua Professor Joao Barreira 5C, Lisbon",,,0
0,0,0,0,0,Alvalade,0,0,0,0,0,,,3,0,0,0,0,,1,,38.74776,-9.13939,0,0,,0,0,0,,,1728.90,0,2.1900966279644107e-253,0,0,0,,43,,3,0,,,0,23.82,1000,2,66,18,,0,ST88,3,0,6,BANCO SANTANDER TOTTA,0,,0,7,0,0,,,,669.89,"Praca De Alvalade, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,13,0,0,0,0,,3,,38.77636,-9.15512,0,0,,0,0,0,,,1728.44,0,0.0,0,0,0,,31,,1,0,,,0,0.00,1000,2,38,9,,0,BPI48,1,0,3,BANCO BPI S.A.,0,,0,5,500,0,,,,242.85,"Rua Helena Vaz Da Silva 6, Lisbon",,,0
0,0,0,0,0,Benfica,0,1,0,0,0,,,8,0,0,0,0,,2,,38.74781,-9.2073,0,0,,0,0,0,,,858.66,0,1.0,0,0,0,,36,,4,0,,,0,33.43,1000,2,40,18,,0,BPI49,2,0,4,BANCO BPI S.A.,0,,0,21,0,0,,,,743.75,"Rua Da Casquilha, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,0,0,0,0,,,2,0,0,0,0,,1,,38.73749,-9.13634,0,0,,0,0,0,,,2598.43,0,0.0,0,0,0,,45,,2,0,,,0,14.18,1000,2,70,18,,0,BPI42,3,0,6,BANCO BPI S.A.,0,,0,8,0,0,,,,569.72,"Alameda Dom Afonso Henriques 82, Lisbon",,,0
0,0,0,0,0,Bel2m,0,2,0,0,0,,,13,0,0,0,0,,3,,38.70329,-9.19326,0,0,,0,0,0,,,1486.76,0,2.4165983522854988e-18,0,0,0,,41,,4,0,,,0,31.74,1000,2,50,9,,0,BPI43,3,0,5,BANCO BPI S.A.,0,,0,6,0,0,,,,983.52,"Rua Da Alianca Operaria 110 B, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,14,0,0,0,0,,4,,38.73825,-9.14787,0,0,,0,0,0,,,1625.90,0,0.0,0,0,0,,52,,2,0,,,0,13.40,1000,2,42,18,,0,BPI40,4,0,4,BANCO BPI S.A.,0,,0,15,0,0,,,,443.41,"Avenida 5 De Outubro 96 a, Lisbon",,,0
0,0,0,0,0,Belrm,0,2,0,0,0,,,14,0,0,0,0,,4,,38.70673,-9.20828,0,0,,0,0,0,,,1243.43,0,4.6341414254057223e-10,0,0,0,,52,,3,0,,,0,20.95,1000,2,34,9,,0,BPI41,4,0,3,BANCO BPI S.A.,0,,0,2,500,0,,,,833.90,"Avenida Ilha Da Madeira 35 B, Lisbon",,,0
0,0,0,0,0,Santo Antanio,0,1,0,0,0,,,5,0,0,0,0,,2,,38.71629,-9.14441,0,0,,0,0,0,,,2593.32,0,0.0,0,0,0,,52,,2,0,,,0,14.76,1000,2,56,18,,0,BPI46,4,0,5,BANCO BPI S.A.,0,,0,18,500,0,,,,58.68,"Rua Santo Antonio 7, Lisbon",,,0
0,0,0,0,0,Santa Maria Maior,0,2,0,0,0,,,13,0,0,0,0,,3,,38.71328,-9.13513,0,0,,0,0,0,,,3462.14,0,0.0,0,0,0,,55,,3,0,,,0,25.71,1000,2,46,18,,0,BPI47,4,0,4,BANCO BPI S.A.,0,,0,17,500,0,,,,313.33,"Beco Achada S/N, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,7,0,0,0,0,,2,,38.73117,-9.13546,0,0,,0,0,0,,,2943.82,0,0.0,0,0,0,,45,,4,0,,,0,27.08,1000,4,60,37,,0,BPI44,3,0,6,BANCO BPI S.A.,0,,0,22,500,0,,,,102.96,"Rua Pascoal De Melo 7 a, Lisbon",,,0
0,0,0,0,0,Parque das Na,0,0,0,0,0,,,2,0,0,0,0,,1,,38.7708,-9.09772,0,0,,0,0,0,,,1843.72,0,0.0,0,0,0,,43,,2,0,,,0,7.80,1000,2,72,9,,0,BPI45,3,0,6,BANCO BPI S.A.,0,,0,13,500,0,,,,458.51,"Avenida Dom Joao Ii, Lisbon",,,0
0,0,1,0,1,Benfica,1,1,0,0,1,,15-Jul-2012 12:30,10,0,0,0,0,0,3,157,38.75235,-9.20414,1,0,157,1,0,0,0101,20-Jul-2012 13:15,691.67,0,1.0,0,0,0,2012,37,31-Jul-2012 00:00,3,0,4,010103,0,25.68,1000,2,38,9,0,0,SI04,2,1,3,SOCIEDADE INTERBANCARIA,0,1,0,21,0,1,1,0,30-Aug-2012 00:00,857.74,"Rua Amelia Rey Colaco 3, Lisbon",0.25,1,0
0,0,0,0,0,Santo Antnnio,0,0,0,0,0,,,2,0,0,0,0,,1,,38.72254,-9.14698,0,0,,0,0,0,,,2275.01,0,0.0,0,0,0,,45,,1,0,,,0,0.56,1000,2,68,18,,0,SI05,3,0,6,SOCIEDADE INTERBANCARIA,0,,0,18,500,0,,,,325.96,"Avenida Liberdade 224, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,13,0,0,0,0,,3,,38.73642,-9.14511,0,0,,0,0,0,,,1929.36,0,0.0,0,0,0,,55,,2,0,,,0,12.77,1000,2,40,18,,0,SI06,4,0,4,SOCIEDADE INTERBANCARIA,0,,0,15,500,0,,,,220.90,"Avenida Republica 20, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,14,0,0,0,0,,4,,38.7368,-9.14771,0,0,,0,0,0,,,1709.17,0,0.0,0,0,0,,51,,3,0,,,0,17.86,1000,2,48,18,,0,SI07,4,0,5,SOCIEDADE INTERBANCARIA,0,,0,15,0,0,,,,424.12,"Avenida 5 De Outubro 52-D, Lisbon",,,0
0,0,0,0,0,Campo de Ourique,0,1,0,0,0,,,10,0,0,0,0,,3,,38.71808,-9.16419,0,0,,0,0,0,,,922.66,0,7.2006001908739255e-87,0,0,0,,35,,4,0,,,0,27.11,1000,4,46,28,,0,SI01,2,0,4,SOCIEDADE INTERBANCARIA,0,,0,3,500,0,,,,455.07,"Rua Ferreira Borges 121a, Lisbon",,,0
0,0,0,0,0,Santo AntMnio,0,0,0,0,0,,,6,0,0,0,0,,2,,38.72054,-9.14928,0,0,,0,0,0,,,2086.90,0,0.0,0,0,0,,53,,1,0,,,0,1.39,1000,2,50,9,,0,SI02,4,0,5,SOCIEDADE INTERBANCARIA,0,,0,18,500,0,,,,445.99,"Rua Castilho 20, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,1,0,0,0,,,12,0,0,0,0,,3,,38.73293,-9.14466,0,0,,0,0,0,,,2161.64,0,0.0,0,0,0,,50,,1,0,,,0,2.66,1000,4,44,37,,0,SI03,4,0,4,SOCIEDADE INTERBANCARIA,0,,0,22,500,0,,,,518.32,"Praca Duque De Saldanha 1, Lisbon",,,0
0,0,0,0,0,Lumiar,0,1,0,0,0,,,11,0,0,0,0,,3,,38.76103,-9.16651,0,0,,0,0,0,,,628.99,0,2.2775225373684356e-98,0,0,0,,25,,2,0,,,0,10.68,1000,2,52,9,,0,SI08,1,0,5,SOCIEDADE INTERBANCARIA,0,,0,5,500,0,,,,230.17,"Rua Professor Vieira De Almeida 2C, Lisbon",,,0
0,0,0,0,0,Arroios,0,1,0,0,0,,,10,0,0,0,0,,3,,38.73243,-9.13446,0,0,,0,0,0,,,2955.89,0,0.0,0,0,0,,50,,3,0,,,0,25.04,1000,5,40,47,,0,MG50,4,0,4,MONTEPIO GERAL,0,,0,22,500,0,,,,180.80,"Avenida Almirante Reis 137, Lisbon",,,0
0,0,0,0,0,Avenidas Novas,0,2,0,0,0,,,18,0,0,0,0,,4,,38.74079,-9.1498,0,0,,0,0,0,,,1372.34,0,5.5121760481270646e-141,0,0,0,,51,,1,0,,,0,2.58,1000,2,32,18,,0,ST74,4,0,3,BANCO SANTANDER TOTTA,0,,0,15,0,0,,,,655.38,"Avenida Berna 24, Lisbon",,,0
